,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
IMPA111,1.81E-23,0.38986233,0.511,0.219,3.79E-19,19,IMPA1
GZMH3,2.11E-23,3.388677657,0.076,0.011,4.42E-19,19,GZMH
PCSK1N4,2.94E-23,2.51525539,0.091,0.015,6.17E-19,19,PCSK1N
VAPB5,3.07E-23,2.840103653,0.105,0.02,6.44E-19,19,VAPB
TMEM2504,4.48E-23,0.913566389,0.094,0.016,9.40E-19,19,TMEM250
RXRA4,4.65E-23,4.056779024,0.051,0.005,9.76E-19,19,RXRA
SLC25A528,7.33E-23,0.556169422,0.341,0.125,1.54E-18,19,SLC25A52
LRRC463,2.18E-22,2.400519006,0.083,0.014,4.56E-18,19,LRRC46
NT5M4,3.76E-22,1.440193531,0.17,0.046,7.88E-18,19,NT5M
ROM15,3.86E-22,1.560403769,0.319,0.128,8.10E-18,19,ROM1
ERMAP7,4.45E-22,1.069434826,0.196,0.057,9.33E-18,19,ERMAP
CALHM43,4.95E-22,1.049782291,0.076,0.012,1.04E-17,19,CALHM4
TTR8,5.73E-22,0.306706229,0.565,0.26,1.20E-17,19,TTR
LINC015454,9.44E-22,1.695670165,0.159,0.042,1.98E-17,19,LINC01545
COL12A14,2.06E-21,2.38475025,0.076,0.012,4.31E-17,19,COL12A1
KIF18A3,2.34E-21,1.738727232,0.069,0.01,4.90E-17,19,KIF18A
CRACD4,3.63E-21,1.184166404,0.145,0.036,7.61E-17,19,CRACD
ATP5MJ8,7.94E-21,0.548706819,0.92,0.633,1.67E-16,19,ATP5MJ
CHADL4,1.07E-20,2.480492265,0.062,0.009,2.25E-16,19,CHADL
CACNG22,1.73E-20,1.322038759,0.072,0.011,3.62E-16,19,CACNG2
TMEM403,1.85E-20,0.244605512,0.167,0.046,3.88E-16,19,TMEM40
AIRIM8,2.06E-20,0.250492972,0.971,0.795,4.33E-16,19,AIRIM
TP53BP24,2.23E-20,2.537282016,0.076,0.013,4.68E-16,19,TP53BP2
LRRC594,3.38E-20,0.511494469,0.174,0.05,7.10E-16,19,LRRC59
TPP18,3.66E-20,0.140701322,0.457,0.197,7.67E-16,19,TPP1
ARR37,4.64E-20,0.318975235,0.924,0.557,9.74E-16,19,ARR3
MRAP23,1.04E-19,1.018851823,0.083,0.015,2.18E-15,19,MRAP2
MRPL423,3.41E-19,1.104375304,0.167,0.048,7.16E-15,19,MRPL42
LGALSL-DT4,3.99E-19,1.617598287,0.091,0.018,8.36E-15,19,LGALSL-DT
NR2F65,7.46E-19,1.450593971,0.127,0.032,1.56E-14,19,NR2F6
GSTA34,2.21E-18,2.234234852,0.098,0.021,4.64E-14,19,GSTA3
CHUK3,2.36E-18,1.649019484,0.105,0.024,4.95E-14,19,CHUK
SYNCRIP3,2.54E-18,1.283916187,0.091,0.018,5.33E-14,19,SYNCRIP
NUTM2G3,4.52E-18,0.511668078,0.254,0.092,9.48E-14,19,NUTM2G
VSTM2B5,5.46E-18,0.923290476,0.109,0.025,1.15E-13,19,VSTM2B
ANXA104,6.13E-18,1.305109865,0.13,0.034,1.29E-13,19,ANXA10
LINC009544,1.27E-17,1.323118469,0.413,0.209,2.65E-13,19,LINC00954
RHOQ7,1.89E-17,0.792210716,0.29,0.116,3.97E-13,19,RHOQ
CD81-AS16,1.99E-17,1.109576881,0.141,0.039,4.17E-13,19,CD81-AS1
CNNM15,2.06E-17,0.690019865,0.783,0.497,4.33E-13,19,CNNM1
ADARB24,3.10E-17,2.089464701,0.065,0.011,6.49E-13,19,ADARB2
TLR13,5.45E-17,1.46333283,0.127,0.034,1.14E-12,19,TLR1
C1orf503,7.65E-17,1.401095913,0.101,0.024,1.61E-12,19,C1orf50
ANKMY15,1.10E-16,0.165210134,0.178,0.057,2.30E-12,19,ANKMY1
KCNJ118,1.21E-16,0.715551363,0.286,0.116,2.55E-12,19,KCNJ11
DNA25,1.62E-16,0.414644993,0.217,0.076,3.40E-12,19,DNA2
IRAG1-AS14,2.32E-16,1.062038891,0.112,0.028,4.87E-12,19,IRAG1-AS1
C9orf782,3.10E-16,1.411494105,0.192,0.067,6.50E-12,19,C9orf78
CATSPER14,3.58E-16,1.10356715,0.145,0.043,7.51E-12,19,CATSPER1
ZNF4103,4.64E-16,3.095839587,0.069,0.013,9.74E-12,19,ZNF410
RXRB3,4.82E-16,1.463949037,0.08,0.016,1.01E-11,19,RXRB
HTR2B7,8.30E-16,0.523613619,0.337,0.146,1.74E-11,19,HTR2B
BORCS8-MEF2B5,1.19E-15,0.850964467,0.127,0.035,2.49E-11,19,BORCS8-MEF2B
PCYT1B-AS19,1.36E-15,0.10102578,0.344,0.148,2.85E-11,19,PCYT1B-AS1
IKZF58,1.93E-15,0.46541342,0.739,0.437,4.04E-11,19,IKZF5
RIMKLB5,1.95E-15,1.275716954,0.123,0.034,4.09E-11,19,RIMKLB
ZNF3346,2.29E-15,0.612493985,0.188,0.065,4.80E-11,19,ZNF334
RICTOR5,2.48E-15,0.9961229,0.08,0.017,5.20E-11,19,RICTOR
SPRED33,4.29E-15,0.106100582,0.21,0.076,8.99E-11,19,SPRED3
EML37,9.61E-15,0.849176177,0.221,0.085,2.01E-10,19,EML3
FPGT7,1.48E-14,0.573435311,0.656,0.421,3.11E-10,19,FPGT
GALNT156,1.57E-14,0.486561708,0.254,0.104,3.29E-10,19,GALNT15
KCNJ25,1.69E-14,2.438827079,0.04,0.005,3.54E-10,19,KCNJ2
TOR1A2,2.17E-14,1.153965058,0.156,0.052,4.54E-10,19,TOR1A
RHOBTB35,2.18E-14,1.332219445,0.087,0.021,4.57E-10,19,RHOBTB3
POGLUT14,2.31E-14,1.850002208,0.076,0.017,4.84E-10,19,POGLUT1
IL6-AS15,2.44E-14,1.256207465,0.116,0.033,5.12E-10,19,IL6-AS1
MROCKI8,3.15E-14,0.478976067,0.308,0.136,6.60E-10,19,MROCKI
LINC018187,3.60E-14,0.788242074,0.319,0.145,7.56E-10,19,LINC01818
PSPN5,4.66E-14,1.603916144,0.109,0.03,9.77E-10,19,PSPN
TSACC2,4.84E-14,2.878445126,0.051,0.008,1.02E-09,19,TSACC
GPR66,7.28E-14,1.216898014,0.185,0.069,1.53E-09,19,GPR6
KIAA07535,1.42E-13,0.34842014,0.293,0.13,2.98E-09,19,KIAA0753
C1orf1593,2.50E-13,1.49193833,0.13,0.041,5.23E-09,19,C1orf159
MOCS2-DT4,2.85E-13,1.594543327,0.094,0.025,5.97E-09,19,MOCS2-DT
ZNF1073,2.97E-13,2.248986019,0.062,0.012,6.23E-09,19,ZNF107
WRAP535,3.09E-13,0.152345178,0.46,0.235,6.48E-09,19,WRAP53
TGFA5,4.86E-13,1.975907252,0.051,0.009,1.02E-08,19,TGFA
GUCY2C8,5.19E-13,0.52858448,0.38,0.199,1.09E-08,19,GUCY2C
PTGIR5,8.69E-13,0.948584232,0.188,0.073,1.82E-08,19,PTGIR
ZNF7294,9.88E-13,2.034485587,0.069,0.015,2.07E-08,19,ZNF729
PPM1J3,9.94E-13,2.456955199,0.051,0.009,2.08E-08,19,PPM1J
LINC024134,1.08E-12,1.31733785,0.228,0.096,2.26E-08,19,LINC02413
RHBDL24,1.59E-12,0.466592268,0.29,0.13,3.33E-08,19,RHBDL2
BTAF14,1.71E-12,1.217513969,0.13,0.043,3.58E-08,19,BTAF1
SIX57,1.73E-12,0.875794485,0.123,0.039,3.62E-08,19,SIX5
CWF19L14,2.33E-12,0.837153771,0.149,0.052,4.89E-08,19,CWF19L1
TOR3A5,2.33E-12,1.094012695,0.105,0.031,4.90E-08,19,TOR3A
SKIL4,2.35E-12,1.366495183,0.301,0.151,4.93E-08,19,SKIL
GPR885,2.87E-12,1.023465259,0.109,0.032,6.03E-08,19,GPR88
PLEKHA42,3.78E-12,2.780999179,0.029,0.004,7.93E-08,19,PLEKHA4
SNAPIN5,4.43E-12,1.012718171,0.134,0.045,9.29E-08,19,SNAPIN
CSNK1A16,6.99E-12,1.023996103,0.091,0.025,1.47E-07,19,CSNK1A1
DACT26,1.35E-11,0.808144071,0.134,0.046,2.83E-07,19,DACT2
CARTPT5,1.51E-11,0.618042929,0.087,0.024,3.17E-07,19,CARTPT
COX7C6,1.60E-11,1.018858869,0.109,0.034,3.36E-07,19,COX7C
KCTD26,1.83E-11,0.113244121,0.141,0.05,3.83E-07,19,KCTD2
ZNF788P3,2.47E-11,0.75724665,0.159,0.06,5.19E-07,19,ZNF788P
APOBEC26,2.94E-11,0.209273457,0.254,0.113,6.16E-07,19,APOBEC2
CCDC1586,2.99E-11,1.322244511,0.076,0.02,6.27E-07,19,CCDC158
CCDC603,3.29E-11,1.741961767,0.065,0.015,6.90E-07,19,CCDC60
TTC7A3,3.62E-11,0.102339776,0.25,0.112,7.60E-07,19,TTC7A
SSBP18,5.10E-11,0.36432539,0.975,0.797,1.07E-06,19,SSBP1
RAB6C4,5.35E-11,2.017790917,0.047,0.009,1.12E-06,19,RAB6C
APOL34,8.62E-11,1.446824495,0.043,0.008,1.81E-06,19,APOL3
PTOV14,8.64E-11,1.072156724,0.094,0.028,1.81E-06,19,PTOV1
FNDC107,1.14E-10,0.99913913,0.127,0.045,2.39E-06,19,FNDC10
PPIG5,1.71E-10,0.417062008,0.127,0.045,3.59E-06,19,PPIG
ZFYVE214,2.28E-10,0.978385068,0.141,0.054,4.79E-06,19,ZFYVE21
ZNF5308,2.80E-10,0.569389589,0.268,0.131,5.87E-06,19,ZNF530
CPLX46,3.65E-10,0.43715546,0.257,0.122,7.66E-06,19,CPLX4
SEC61A24,3.81E-10,1.269798452,0.054,0.012,7.99E-06,19,SEC61A2
RC3H25,3.84E-10,1.292357581,0.138,0.052,8.06E-06,19,RC3H2
VPS4A6,4.14E-10,0.387055617,0.17,0.07,8.68E-06,19,VPS4A
LIPA7,4.17E-10,0.312360561,0.601,0.369,8.74E-06,19,LIPA
NFKBIZ4,6.08E-10,1.726352375,0.033,0.005,1.28E-05,19,NFKBIZ
SCAMP16,6.73E-10,0.141504692,0.29,0.141,1.41E-05,19,SCAMP1
G0S25,6.90E-10,0.478178067,0.069,0.018,1.45E-05,19,G0S2
TLR103,7.90E-10,2.930562378,0.054,0.013,1.66E-05,19,TLR10
GATD33,7.96E-10,0.711666674,0.076,0.021,1.67E-05,19,GATD3
POLR3G4,1.67E-09,1.035281566,0.08,0.024,3.50E-05,19,POLR3G
RFTN27,1.83E-09,1.303555183,0.076,0.022,3.85E-05,19,RFTN2
SLC25A233,1.97E-09,1.505887155,0.051,0.012,4.13E-05,19,SLC25A23
COPS7B8,2.06E-09,0.220633159,0.178,0.076,4.32E-05,19,COPS7B
FA2H3,2.07E-09,2.015451117,0.051,0.012,4.34E-05,19,FA2H
TRIM694,2.92E-09,1.052665402,0.072,0.021,6.13E-05,19,TRIM69
CRIP36,3.47E-09,0.685899682,0.138,0.054,7.27E-05,19,CRIP3
NMT16,3.67E-09,0.705681654,0.652,0.475,7.70E-05,19,NMT1
TRIO7,4.08E-09,0.174005068,0.25,0.121,8.55E-05,19,TRIO
CNOT94,4.87E-09,0.911702444,0.062,0.016,0.000102146,19,CNOT9
CA114,6.16E-09,0.242787455,0.232,0.111,0.000129238,19,CA11
CEP1263,7.17E-09,1.346167481,0.058,0.015,0.000150458,19,CEP126
TUBA1A4,1.02E-08,0.814664258,0.08,0.025,0.000212938,19,TUBA1A
RYK4,1.04E-08,0.824015142,0.167,0.074,0.000217926,19,RYK
COPS22,1.15E-08,1.688967766,0.043,0.01,0.000241608,19,COPS2
MACF12,1.44E-08,2.163341019,0.04,0.008,0.000302992,19,MACF1
PON15,1.47E-08,1.582638659,0.062,0.017,0.00030814,19,PON1
DOK31,1.58E-08,0.371352351,0.08,0.025,0.000331666,19,DOK3
CYS17,1.64E-08,0.6495927,0.583,0.412,0.000343555,19,CYS1
KISS14,1.74E-08,1.426327961,0.076,0.024,0.000363935,19,KISS1
FGFR27,2.01E-08,0.456587173,0.127,0.05,0.000421352,19,FGFR2
HEPH5,3.02E-08,0.209955143,0.275,0.146,0.000632968,19,HEPH
CENPI6,3.40E-08,0.404477385,0.112,0.043,0.000713869,19,CENPI
POSTN5,3.76E-08,0.459431604,0.105,0.039,0.000788879,19,POSTN
DNAAF14,3.95E-08,0.235617621,0.13,0.053,0.000827787,19,DNAAF1
ADGRG13,4.20E-08,0.984698468,0.109,0.042,0.000881317,19,ADGRG1
MRGBP3,8.79E-08,1.465279805,0.083,0.029,0.001842808,19,MRGBP
TRIM503,9.27E-08,0.622004099,0.025,0.004,0.001943614,19,TRIM50
CASP143,9.27E-08,0.472785712,0.047,0.012,0.001944269,19,CASP14
GPATCH118,9.65E-08,0.649438314,0.145,0.064,0.002023958,19,GPATCH11
CCNT2-AS14,1.25E-07,0.757822548,0.047,0.012,0.002620391,19,CCNT2-AS1
COQ63,1.52E-07,0.89284364,0.101,0.039,0.003194627,19,COQ6
LINC002102,1.94E-07,2.630247278,0.025,0.004,0.004062894,19,LINC00210
RAX26,3.37E-07,0.427169273,0.112,0.046,0.007065994,19,RAX2
ELAVL4-AS15,3.77E-07,0.535165351,0.12,0.051,0.007900416,19,ELAVL4-AS1
KLRB15,1.08E-06,1.472243277,0.036,0.009,0.022661932,19,KLRB1
EIF4G23,1.30E-06,1.662346209,0.043,0.012,0.027297971,19,EIF4G2
RAPGEF23,1.83E-06,0.200863269,0.065,0.022,0.038398582,19,RAPGEF2
SLC17A53,2.51E-06,1.7754121,0.062,0.021,0.052728595,19,SLC17A5
PEX11B4,3.60E-06,1.833478003,0.04,0.011,0.075469585,19,PEX11B
AKIRIN13,3.62E-06,0.765041517,0.069,0.025,0.075851172,19,AKIRIN1
C1QTNF124,4.12E-06,1.196807466,0.062,0.021,0.08644492,19,C1QTNF12
RBMX4,4.36E-06,1.647104025,0.069,0.025,0.091415255,19,RBMX
SLC39A64,6.68E-06,1.108286307,0.069,0.025,0.140062275,19,SLC39A6
DNAJC5G1,7.07E-06,3.950898314,0.018,0.003,0.148242796,19,DNAJC5G
PSME41,8.32E-06,0.324119637,0.04,0.011,0.174419207,19,PSME4
ESYT32,8.87E-06,1.095337277,0.04,0.011,0.18602908,19,ESYT3
MAN1A14,1.12E-05,0.260875855,0.098,0.042,0.234164716,19,MAN1A1
SRGAP3-AS44,1.18E-05,1.676745531,0.029,0.007,0.246453302,19,SRGAP3-AS4
ELOVL64,1.41E-05,1.301810275,0.04,0.012,0.296691073,19,ELOVL6
NSMF3,1.49E-05,0.138105246,0.069,0.026,0.312614786,19,NSMF
CBLL17,1.60E-05,0.237730695,0.109,0.05,0.336251991,19,CBLL1
SEMA4A3,1.98E-05,1.414886378,0.018,0.003,0.414332155,19,SEMA4A
GMIP1,2.30E-05,0.615921014,0.029,0.007,0.482704843,19,GMIP
CPSF36,2.46E-05,0.278538256,0.098,0.044,0.515266484,19,CPSF3
MMP96,2.57E-05,0.935545222,0.08,0.033,0.538468238,19,MMP9
FGD36,3.41E-05,0.293097543,0.12,0.058,0.715917123,19,FGD3
NRXN2-AS14,4.49E-05,0.777273264,0.054,0.02,0.940794781,19,NRXN2-AS1
HAX12,6.15E-05,0.757709194,0.105,0.051,1,19,HAX1
ATP5F1E4,7.15E-05,0.348782028,0.029,0.008,1,19,ATP5F1E
LANCL1-AS15,7.98E-05,0.442067416,0.058,0.022,1,19,LANCL1-AS1
SDK1-AS14,0.000105165,1.418112845,0.036,0.011,1,19,SDK1-AS1
MS4A4A1,0.000145949,0.305424172,0.029,0.008,1,19,MS4A4A
ERAL12,0.000183986,2.332596711,0.018,0.004,1,19,ERAL1
LINC012313,0.000216273,0.416498981,0.083,0.039,1,19,LINC01231
GJB64,0.000247567,0.558789565,0.043,0.016,1,19,GJB6
CTSA3,0.000255481,0.654117322,0.04,0.014,1,19,CTSA
TACC16,0.000256646,0.259369348,0.199,0.122,1,19,TACC1
NAALADL14,0.000423228,0.383970005,0.047,0.018,1,19,NAALADL1
PTGFRN5,0.000507403,0.544225339,0.043,0.016,1,19,PTGFRN
DMTF1-AS15,0.000617989,0.161852637,0.127,0.071,1,19,DMTF1-AS1
EFHD14,0.000620117,0.684778093,0.098,0.052,1,19,EFHD1
INHBA-AS14,0.000624606,0.821425517,0.058,0.025,1,19,INHBA-AS1
INSL66,0.000647094,0.597535369,0.072,0.034,1,19,INSL6
NUP2104,0.000696262,1.30673443,0.033,0.011,1,19,NUP210
NAXE3,0.000722724,1.488207775,0.022,0.006,1,19,NAXE
ZNF4425,0.000791585,0.119822935,0.054,0.023,1,19,ZNF442
HNMT4,0.00083169,0.829440481,0.054,0.023,1,19,HNMT
IL1RN4,0.000878232,0.634650887,0.04,0.015,1,19,IL1RN
CCR25,0.000902876,0.51821479,0.033,0.011,1,19,CCR2
SMC22,0.001026228,1.620502997,0.022,0.006,1,19,SMC2
FAM50B4,0.001081669,0.156835779,0.062,0.028,1,19,FAM50B
KRT174,0.001225647,0.552521843,0.033,0.012,1,19,KRT17
BCL7A3,0.001340084,0.621864291,0.04,0.016,1,19,BCL7A
TBC1D52,0.001566318,1.480039527,0.011,0.002,1,19,TBC1D5
USP424,0.002077616,1.943789937,0.025,0.008,1,19,USP42
MMEL1-AS15,0.002449154,0.649275678,0.04,0.016,1,19,MMEL1-AS1
FRY2,0.002851296,1.22045175,0.033,0.012,1,19,FRY
ZNF264,0.0028528,0.212443353,0.054,0.025,1,19,ZNF26
QKI4,0.003356772,1.664003047,0.014,0.004,1,19,QKI
KIAA17553,0.003547867,1.257809821,0.029,0.011,1,19,KIAA1755
PPARA3,0.003934092,3.05552603,0.029,0.011,1,19,PPARA
LINC01625,0.004169981,1.0597429,0.014,0.004,1,19,LINC01625
TUBGCP61,0.004222529,0.733286213,0.022,0.007,1,19,TUBGCP6
L2HGDH2,0.004804579,0.902630389,0.033,0.013,1,19,L2HGDH
NAB14,0.004954801,1.442201431,0.036,0.015,1,19,NAB1
ALOX15B3,0.005203595,0.505098041,0.036,0.015,1,19,ALOX15B
KIF63,0.005875029,1.736780129,0.022,0.007,1,19,KIF6
CTIF3,0.006349879,0.264358326,0.04,0.018,1,19,CTIF
SACS5,0.008592562,0.477697097,0.036,0.016,1,19,SACS
BLVRA3,0.008603886,0.893943026,0.022,0.008,1,19,BLVRA
TMEM204,0,10.87508609,0.166,0.001,0,20,TMEM204
CLCN4,0,11.08728486,0.107,0,0,20,CLCN4
CNIH2,0,9.793584523,0.083,0,0,20,CNIH2
SMAD3-DT,3.99E-239,9.911938255,0.053,0,8.36E-235,20,SMAD3-DT
CLDN22,1.19E-107,1.1596877,0.686,0.11,2.50E-103,20,CLDN2
PSG1,3.19E-99,8.121314881,0.089,0.002,6.68E-95,20,PSG1
KIAA20131,2.89E-91,5.843980193,0.231,0.019,6.07E-87,20,KIAA2013
ARHGAP43,1.56E-90,3.04632853,0.568,0.096,3.26E-86,20,ARHGAP4
TRIM602,1.23E-81,0.690928799,0.598,0.104,2.57E-77,20,TRIM60
RAB133,2.75E-81,5.968098226,0.278,0.029,5.77E-77,20,RAB13
WWOX-AS1,5.45E-81,10.07876478,0.018,0,1.14E-76,20,WWOX-AS1
HIBADH2,2.88E-69,1.866695225,0.586,0.121,6.04E-65,20,HIBADH
SURF12,7.53E-68,2.880627668,0.438,0.076,1.58E-63,20,SURF1
ALDOB2,4.46E-62,1.623601592,0.574,0.127,9.35E-58,20,ALDOB
ARHGAP214,1.40E-59,5.775530932,0.154,0.013,2.93E-55,20,ARHGAP21
ZNF3042,2.42E-57,1.07114177,0.515,0.106,5.07E-53,20,ZNF304
TRAF3IP2-AS12,1.35E-53,4.63769576,0.195,0.022,2.83E-49,20,TRAF3IP2-AS1
CEP57L12,7.39E-51,4.096024149,0.112,0.008,1.55E-46,20,CEP57L1
LYSET2,1.29E-42,0.234521844,0.533,0.136,2.70E-38,20,LYSET
SLC38A4-AS12,2.31E-42,1.775717659,0.343,0.068,4.85E-38,20,SLC38A4-AS1
HSD17B62,3.76E-42,1.547520622,0.361,0.074,7.89E-38,20,HSD17B6
METAP23,2.49E-41,0.825435131,0.538,0.141,5.23E-37,20,METAP2
CCNA13,9.87E-34,4.115173785,0.231,0.044,2.07E-29,20,CCNA1
MRPS63,4.32E-33,5.833073599,0.148,0.02,9.05E-29,20,MRPS6
PLA2G2D2,7.98E-33,0.878558214,0.337,0.076,1.67E-28,20,PLA2G2D
KIZ3,9.65E-33,2.370096947,0.29,0.064,2.02E-28,20,KIZ
MAP3K44,2.28E-32,1.881009876,0.361,0.091,4.78E-28,20,MAP3K4
SOX34,3.51E-31,3.085957323,0.32,0.081,7.36E-27,20,SOX3
TMEM151B4,8.67E-30,1.418293387,0.385,0.106,1.82E-25,20,TMEM151B
EN22,5.93E-27,1.620295485,0.284,0.068,1.24E-22,20,EN2
PTK7,6.64E-26,7.452016031,0.018,0,1.39E-21,20,PTK7
DHX164,6.92E-26,4.633221958,0.207,0.045,1.45E-21,20,DHX16
SENP64,1.49E-25,1.315809098,0.432,0.137,3.13E-21,20,SENP6
BLVRA4,8.50E-25,5.241446494,0.077,0.008,1.78E-20,20,BLVRA
PAAF14,2.74E-23,0.854438522,0.414,0.132,5.76E-19,20,PAAF1
STK11IP4,9.70E-23,1.179443618,0.42,0.152,2.03E-18,20,STK11IP
IQCM2,3.79E-22,0.562113649,0.349,0.103,7.95E-18,20,IQCM
LCP12,1.65E-21,0.363800956,0.408,0.136,3.46E-17,20,LCP1
PATL12,5.09E-21,0.126700884,0.308,0.085,1.07E-16,20,PATL1
CSTA4,8.43E-21,0.20508961,0.592,0.243,1.77E-16,20,CSTA
CCNT2-AS15,3.76E-20,4.682978974,0.089,0.012,7.89E-16,20,CCNT2-AS1
NPSR13,4.11E-20,0.644247492,0.704,0.342,8.62E-16,20,NPSR1
COTL12,4.90E-20,1.406017633,0.278,0.08,1.03E-15,20,COTL1
FPGS4,9.03E-20,1.952925495,0.249,0.069,1.89E-15,20,FPGS
PPP5D1P2,2.00E-19,1.506880089,0.254,0.07,4.19E-15,20,PPP5D1P
TMEM178A2,2.06E-19,0.556330973,0.243,0.063,4.33E-15,20,TMEM178A
CTSC2,1.29E-18,0.19238758,0.272,0.077,2.71E-14,20,CTSC
VDAC12,7.70E-18,0.113159909,0.373,0.132,1.61E-13,20,VDAC1
CNGA47,1.08E-17,3.784683498,0.254,0.085,2.26E-13,20,CNGA4
PKP4-AS12,1.83E-17,0.365173182,0.349,0.118,3.83E-13,20,PKP4-AS1
UBXN84,3.42E-17,4.972771032,0.047,0.004,7.16E-13,20,UBXN8
MICAL34,7.37E-17,1.144511973,0.349,0.125,1.54E-12,20,MICAL3
TRAM12,2.41E-16,4.727743172,0.036,0.003,5.06E-12,20,TRAM1
OPA15,3.49E-16,2.189255515,0.367,0.15,7.32E-12,20,OPA1
GPR89A2,4.37E-16,0.186512587,0.225,0.062,9.15E-12,20,GPR89A
USP388,3.16E-15,2.345104972,0.45,0.214,6.62E-11,20,USP38
SAG3,5.32E-15,0.483072448,0.32,0.117,1.11E-10,20,SAG
DEF83,6.90E-15,1.285704623,0.391,0.166,1.45E-10,20,DEF8
SLC25A352,5.12E-13,0.183807431,0.254,0.086,1.07E-08,20,SLC25A35
GABRR32,9.43E-13,1.23103766,0.154,0.041,1.98E-08,20,GABRR3
CD694,1.91E-12,1.171122685,0.355,0.153,4.00E-08,20,CD69
PRMT31,4.02E-11,4.698506601,0.024,0.002,8.43E-07,20,PRMT3
TAL12,5.18E-11,0.366552606,0.231,0.083,1.09E-06,20,TAL1
NGFR4,5.56E-11,4.372594183,0.095,0.022,1.17E-06,20,NGFR
MROH12,7.79E-11,0.311036261,0.201,0.067,1.63E-06,20,MROH1
GPATCH119,1.02E-10,3.899337115,0.178,0.064,2.13E-06,20,GPATCH11
SCAF114,1.37E-10,1.248367416,0.349,0.165,2.88E-06,20,SCAF11
GALNT62,2.36E-10,0.348159789,0.201,0.07,4.95E-06,20,GALNT6
POP52,2.91E-10,0.549932839,0.396,0.2,6.11E-06,20,POP5
NANOGNB8,3.58E-10,3.592299947,0.124,0.037,7.52E-06,20,NANOGNB
CHGB2,4.96E-10,0.412093277,0.142,0.042,1.04E-05,20,CHGB
SEM12,7.45E-10,5.966345653,0.036,0.004,1.56E-05,20,SEM1
TMEM1685,3.44E-09,0.671612148,0.314,0.145,7.22E-05,20,TMEM168
LRRC8B2,8.23E-09,1.731112558,0.077,0.018,0.00017262,20,LRRC8B
RAD51C6,2.12E-08,4.353835229,0.172,0.071,0.000445546,20,RAD51C
CCDC1066,5.06E-08,1.589369767,0.473,0.316,0.001061193,20,CCDC106
DSC16,5.67E-08,0.653098528,0.556,0.352,0.001189277,20,DSC1
B4GALNT34,9.54E-08,0.444654878,0.296,0.141,0.002001569,20,B4GALNT3
TYROBP2,1.87E-07,0.391576848,0.16,0.06,0.003929058,20,TYROBP
SLAMF94,2.44E-07,1.913804193,0.272,0.141,0.005125289,20,SLAMF9
TRIM229,2.60E-07,3.760620763,0.42,0.268,0.005444855,20,TRIM22
PRPF38B4,2.61E-07,1.092820337,0.249,0.119,0.005465394,20,PRPF38B
MAFG3,2.67E-07,0.114760032,0.355,0.187,0.005602476,20,MAFG
ZNF8432,4.14E-07,1.592952139,0.059,0.014,0.008676737,20,ZNF843
VWC2L5,1.19E-06,0.458406743,0.728,0.561,0.024969052,20,VWC2L
SSR16,1.25E-06,4.226392617,0.083,0.025,0.026273978,20,SSR1
ANKRD20A2P4,2.10E-06,1.920330709,0.095,0.032,0.044136707,20,ANKRD20A2P
THRA7,2.24E-06,1.206606479,0.296,0.164,0.04688721,20,THRA
LGALS28,7.10E-06,0.522265183,0.598,0.408,0.148995639,20,LGALS2
PLEKHO19,8.71E-06,1.543169661,0.337,0.215,0.182648063,20,PLEKHO1
PPIAL4G8,1.15E-05,3.426745199,0.213,0.121,0.241997043,20,PPIAL4G
SDR16C53,1.50E-05,0.524926567,0.266,0.145,0.314906357,20,SDR16C5
GDF52,2.70E-05,1.437943923,0.077,0.025,0.566659872,20,GDF5
LMBR1L3,3.00E-05,0.424081099,0.16,0.073,0.628696332,20,LMBR1L
UCP32,4.70E-05,0.156131073,0.083,0.029,0.985093109,20,UCP3
STKLD13,5.06E-05,1.576708832,0.249,0.15,1,20,STKLD1
LGALS35,9.77E-05,0.454832084,0.633,0.48,1,20,LGALS3
COLEC1010,0.000223243,2.019298536,0.325,0.242,1,20,COLEC10
COL11A22,0.00026331,0.825759692,0.053,0.017,1,20,COL11A2
DNAJC282,0.000309981,0.107043262,0.154,0.074,1,20,DNAJC28
PFDN66,0.000353086,1.329614148,0.225,0.132,1,20,PFDN6
PROSER32,0.001217002,0.64487574,0.053,0.019,1,20,PROSER3
EMILIN14,0.001452175,1.650246732,0.189,0.119,1,20,EMILIN1
FAM186A1,0.002261925,3.608779506,0.047,0.017,1,20,FAM186A
HAX13,0.002336154,2.51521133,0.101,0.051,1,20,HAX1
PTTG14,0.002337504,0.413081569,0.479,0.366,1,20,PTTG1
TMEM404,0.002583603,0.855112071,0.095,0.046,1,20,TMEM40
AMPD33,0.003345413,0.769290076,0.154,0.089,1,20,AMPD3
ANKRD268,0.004354364,0.307024358,0.497,0.384,1,20,ANKRD26
TFAM5,0.004583758,1.31099388,0.16,0.098,1,20,TFAM
UCMA3,0.005731086,0.326472152,0.26,0.174,1,20,UCMA
JOSD15,0.005804069,0.720566313,0.006,0.054,1,20,JOSD1
KCND211,0.006095791,2.137484728,0.201,0.141,1,20,KCND2
SLC38A27,0.006805651,3.056566114,0.201,0.149,1,20,SLC38A2
TBC1D93,0.006881503,1.094174814,0.148,0.091,1,20,TBC1D9
PDZD88,0.007239119,0.304682227,0.065,0.14,1,20,PDZD8
SLC35G14,0.007292352,2.527897996,0.059,0.027,1,20,SLC35G1
